Borough,District,Building Code,DBN,School Name,SchoolFood Code,Breakfast Before Bell ADP             FY18,Breakfast Before Bell ADP             FY19,"Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY18","Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY19",Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)          FY18,Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)           FY19,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY18,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY19,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY18,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY19,Lunches ADP            FY18,Lunches ADP            FY19,Salad bar  (Y = Salad Bar offered in building)                 FY18,Salad bar  (Y = Salad Bar offered in building)                 FY19,Snacks ADP            FY18,Snacks ADP            FY19,Suppers ADP            FY18,Suppers ADP            FY19
Q,24,Q075,75Q075,Robert E. Peary School,24805,174,183,,,true,,,,,true,171,182,,true,,,33,36
Q,24,Q877,24Q007,PS 007 Louis F. Simeone Annex,24807,,6,,,true,,,,,,,335,,true,,42,,87
Q,24,Q058,75Q009,P.S. 009 @ P 058Q,24808,47,46,,,true,,,,,,50,50,true,true,,,,
Q,24,Q005,75Q009,P009Q @ IS 5Q,24810,76,77,,,true,,,,,,80,81,true,true,,,,
Q,24,Q227,75Q811,P.S. Q811,24811,4,6,,,true,,,,,,8,11,true,true,,,,
Q,24,Q722,75Q721,John F. Kennedy Jr. School,24821,182,176,,,true,,,,,,208,218,true,true,63,54,,
Q,24,Q585,75Q721,P721Q @ Maspeth High School,24823,39,45,,,true,,,,,,41,47,true,true,,,,
Q,24,Q088,75Q075,Robert E. Peary School,24824,4,6,,,true,,,,,true,5,6,true,true,,,,
Q,24,Q093,75Q075,Robert E. Peary School,24825,12,11,,,true,,,,,true,11,11,true,true,,,,
Q,24,Q239,75Q075,Robert E. Peary School,24826,32,45,,,true,,,,,true,37,47,true,true,,,,
Q,24,Q744,75Q752,Queens Transition Center,24842,43,53,,,true,,,,,,45,62,true,true,,,,
Q,24,Q260,75Q255,P.S. Q255,24856,33,33,,,true,,,,,,33,33,true,true,,,,
Q,24,Q848,24Q081,P.S. 81Q Jean Paul Richter Annex,24867,1,,105,105,true,,,,true,true,113,99,,,,,,
Q,24,QAPD,24N669,Ucp Of Nyc - Forest Hills West Schl,24876,68,64,,,true,true,,,,,49,59,,,,,,
Q,24,QAFA,24N716,Saint Bartholomew School,24905,,20,,,,true,,,,,96,114,,,,,,
Q,24,Q906,24Q331,Pre-K Center @ PS 16- Queens,24906,60,60,,,true,,,,,,60,60,,,,,,
Q,24,QADV,24N704,Our Lady Of Sorrows School,24907,72,66,,,true,true,,,,,138,138,,,78,64,,
Q,24,QBHG,75Q721,P721Q @ Maspeth Senior Center,24921,9,7,,,true,,,,,,9,7,,,,,,
Q,24,Q298,24Q331,Pre-K Center at 50-51 98 Street,24931,64,70,,,true,,,,,,64,70,,true,,,,
Q,24,QAFZ,24N715,Saint Leo Catholic Academy,24973,70,82,,,true,true,,,,,133,146,,,26,24,,
Q,24,QAGJ,24N743,ERROR: #N/A,24975,6,,,,true,,,,,,9,,,,,,,
Q,25,Q209,75Q009,P.S. 009 @ P209Q,25009,50,49,,,true,,,,,,57,54,true,true,,,,
Q,25,Q020,25Q020,P.S. 020 John Bowne,25020,9,,833,833,true,,true,true,,,1120,1040,true,true,66,78,332,65
Q,25,Q021,25Q021,P.S. 021 Edward Hart,25021,31,,1119,1119,true,true,true,true,,true,1169,910,true,true,279,249,156,31
Q,25,Q022,25Q022,P.S. 022 Thomas Jefferson,25022,608,154,,,true,true,true,true,,true,872,854,true,true,54,55,139,126
Q,25,Q024,25Q024,P.S. 024 Andrew Jackson,25024,238,247,,,true,true,,,,,694,897,true,true,196,88,163,128
Q,25,Q025,25Q025,I.S. 025 Adrien Block,25025,116,124,,,true,true,,,,,504,506,true,true,85,92,,
Q,25,Q029,25Q029,P.S. 029 Queens,25029,465,424,,,true,true,true,true,,,561,548,true,true,39,34,52,
Q,25,Q032,25Q032,P.S. 032 State Street,25032,4,,740,740,true,,true,true,,,810,778,true,true,321,267,,
Q,25,Q079,25Q079,P.S. 079 Francis Lewis,25079,1,505,532,532,true,true,true,true,,,804,836,true,true,,,,
Q,25,Q107,25Q107,P.S. 107 Thomas A Dooley,25107,581,614,,,true,true,true,true,true,true,737,753,true,true,,,48,45
Q,25,Q120,25Q120,P.S. 120 Queens,25120,359,289,,,true,true,,,true,,935,881,true,true,95,124,87,
Q,25,Q107,25Q024,ERROR: #N/A,25124,,,,,true,true,,,,,113,,true,true,,,,
Q,25,Q129,25Q129,P.S. 129 Patricia Larkin,25129,620,511,,,true,true,true,true,,,873,874,true,true,39,48,,
Q,25,Q130,75Q993,P.S. Q993,25130,48,50,,,true,,,,,,51,52,true,true,,,,
Q,25,Q154,25Q154,P.S. 154 Queens,25154,168,157,,,true,true,,,,,579,589,true,true,48,54,,
Q,25,Q163,25Q163,P.S. 163 Flushing Heights,25163,259,285,,,true,true,true,true,,true,699,697,true,true,130,65,,124
Q,25,Q164,25Q164,P.S. 164 Queens Valley,25164,131,114,,,true,true,,,,,443,489,,,113,141,,
Q,25,Q165,25Q165,P.S. 165 Edith K. Bergtraum,25165,149,140,,,true,true,,,,,504,506,,true,59,63,74,64
Q,25,Q169,25Q169,P.S. 169 Bay Terrace,25169,109,104,,,true,true,,,,,282,287,true,true,,,123,122
Q,25,Q184,25Q184,P.S. 184 Flushing Manor,25184,121,118,,,true,true,,,,,291,316,,,,,,
Q,25,Q185,25Q185,J.H.S. 185 Edward Bleeker,25185,118,111,,,true,true,,,,,853,751,true,true,99,118,,
Q,25,Q189,25Q189,J.H.S. 189 Daniel Carter Beard,25189,116,118,,,true,true,,,,,557,491,true,true,52,53,145,54
Q,25,Q193,25Q193,P.S. 193 Alfred J. Kennedy,25193,120,123,,,true,true,true,true,true,true,318,316,true,true,21,100,51,18
Q,25,Q194,25Q194,J.H.S. 194 William Carr,25194,152,139,,,true,true,,,,,707,703,true,true,50,52,70,
Q,25,Q200,25Q200,PS/MS 200 - The Pomonok School & STAR Academy,25200,111,118,,,true,true,,,,,380,418,true,true,107,136,80,78
Q,25,Q201,25Q201,P.S. 201 The Discovery School for Inquiry and Research,25201,171,186,,,true,true,,,,,362,370,,,27,21,,
Q,25,Q209,25Q209,P.S. 209 Clearview Gardens,25209,89,108,,,true,true,,,,,375,358,true,true,,,,
Q,25,Q214,25Q214,P.S. 214 Cadwallader Colden,25214,128,149,1,1,true,true,,,,,426,394,,,96,100,79,79
Q,25,Q219,25Q219,P.S. 219 Paul Klapper,25219,288,274,,,true,true,,true,true,true,559,558,true,true,138,140,84,72
Q,25,Q025,75Q233,P.S. Q233,25233,23,19,,,true,,,,,,23,19,true,true,,,,
Q,25,Q237,25Q237,I.S. 237,25237,133,123,,,true,true,,,,,870,823,true,true,77,68,79,72
Q,25,Q460,25Q240,Veritas Academy,25240,19,24,,,true,true,,,,,205,209,true,,,,,
Q,25,Q460,25Q241,Queens High School For Language Stud,25241,32,18,,,true,true,,,,,182,143,true,,47,20,20,20
Q,25,Q242,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,25242,157,149,,,true,true,true,true,true,true,342,340,true,true,67,71,,
Q,25,Q244,25Q244,The Active Learning Elementary School,25244,165,173,,,true,true,true,true,true,true,388,397,true,true,68,69,,
Q,25,Q168,25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,25250,39,42,,,true,true,,,,,267,239,true,true,73,72,53,41
Q,25,Q168,25Q252,"Queens School of Inquiry, The",25252,45,34,,,true,true,,,,,212,206,true,true,50,73,60,70
Q,25,Q154,75Q255,P.S. Q255,25255,59,56,,,true,,,,,,59,57,true,true,,,,
Q,25,Q237,25Q281,East-West School of International Studies,25281,39,38,,,true,true,,,,,349,327,true,true,80,84,,
Q,25,Q025,25Q285,World Journalism Preparatory: A College Board School,25285,24,23,,,true,true,,,true,,213,226,true,true,42,34,,
Q,25,Q169,25Q294,BELL Academy,25294,37,32,,,true,true,,,,,190,158,true,true,40,58,55,
Q,25,Q454,25Q409,Pre-K Center at 22 Avenue,25309,100,113,,,true,,,,,,104,114,,,,,,
Q,25,Q336,25Q379,College Point Collaborative,25379,,29,,,,true,,,,,,103,,true,,52,,
Q,25,QBKP,84Q385,Elm Community Charter School,25385,,61,,,,true,,,,,,85,,,,84,,
Q,25,Q409,25Q409,Pre-K Center at 143 Street - Queens,25409,50,64,,,true,,,,,,47,63,,,,,,
Q,25,Q460,25Q467,Flushing Yabc,25467,,,,,,,,,,,35,30,true,,,,,
Q,25,Q499,25Q499,"The Queens College School for Math, Science and Technology",25499,215,215,,,true,true,true,true,true,true,320,365,true,true,38,48,,
Q,25,Q460,25Q460,Flushing High School,25509,88,77,,,true,true,,,,,623,579,true,,14,9,74,89
Q,25,Q425,25Q425,John Bowne High School,25521,803,865,,,true,true,,,,,1332,1236,true,true,,,,81
Q,25,Q023,25Q540,Queens Academy High School,25538,3,4,,,true,true,,,true,,41,53,,,52,12,,
Q,25,Q189,25Q263,Flushing International High School,25563,75,86,,,true,true,,,true,,247,240,true,true,,,,
Q,25,Q707,25Q670,Robert F. Kennedy Community High School,25576,77,85,,,true,true,,,true,,271,266,true,true,89,70,,
Q,25,Q515,25Q525,Townsend Harris High School,25581,62,70,,,true,true,,,,,487,412,true,true,,,,
Q,25,Q792,25Q792,North Queens Community High School,25592,2,2,,,true,true,,,,,17,11,,,,,,
Q,25,QBFD,75Q721,John F. Kennedy Jr. School,25822,4,11,,,true,,,,,,8,12,,,,,,
Q,25,Q130,25Q130,P.S. 130,25852,203,218,,,true,true,true,true,true,true,303,304,true,true,42,48,,
Q,25,Q168,75Q255,P.S. Q255,25856,68,65,,,true,,,,,,62,60,true,true,43,43,,
Q,25,Q515,75Q255,P.S. Q255,25857,15,16,,,true,,,,,,15,16,true,true,,,,
Q,25,QACV,25N005,NY League for Early Learn/Clearview,25905,111,106,,,true,true,,,,,109,109,,,,,,
Q,25,QAHA,25N927,Shield Institute,25931,169,174,,,true,true,,,,,168,168,,,,,,
Q,25,QBJN,25N001,Al-Mamoor School,25944,60,69,,,true,true,,,,,90,86,,,,,,
Q,25,QAGH,25N718,Most Holy Redeemer Catholic Academy,25955,74,73,,,true,true,,,,,192,207,,,,,,
Q,25,QADG,25N646,MUSLIM CENTER JUNIOR HIGH SCHOOL,25980,58,39,,,true,true,,,,,47,39,,,,,,
Q,25,Q859,88Q985,ALC - LINDEN ACADEMY,25985,6,4,,,true,,,,,,16,7,,,,,,
Q,25,Q499,75Q993,P.S. Q993,25993,66,60,,,true,,,,,,66,60,true,true,,,,
Q,26,Q213,75Q004,P.S. Q004 @ P213,26004,45,45,,,true,,,,,,45,44,true,true,,,,
Q,26,Q018,26Q018,P.S. 018 Winchester,26018,189,217,,,true,true,true,true,true,true,420,434,true,true,83,59,,
Q,26,Q026,26Q026,P.S. 026 Rufus King,26026,101,105,,,true,true,,,,,461,484,true,true,,,56,46
Q,26,Q031,26Q031,P.S. 031 Bayside,26031,214,197,,,true,true,true,true,true,true,422,388,true,true,63,56,,
Q,26,Q041,26Q041,P.S. 041 Crocheron,26041,,,188,188,,,true,true,,true,322,330,true,true,77,78,54,18
Q,26,Q046,26Q046,P.S. 046 Alley Pond,26046,244,296,,,true,true,true,true,true,true,386,422,true,true,39,,,
Q,26,Q067,26Q067,J.H.S. 067 Louis Pasteur,26067,94,104,,,true,true,,,,,463,534,true,true,96,,45,63
Q,26,Q074,26Q074,J.H.S. 074 Nathaniel Hawthorne,26074,87,77,,,true,true,,,,,550,542,true,true,44,51,13,11
Q,26,Q094,26Q094,P.S. 094 David D. Porter,26094,72,77,,,true,true,,,,,239,218,true,true,,,,
Q,26,Q098,26Q098,P.S. 098 The Douglaston School,26098,125,129,,,true,true,true,true,true,true,156,167,,,,,,
Q,26,Q115,26Q115,P.S. 115 Glen Oaks,26115,201,201,,,true,true,,,,,568,603,true,true,155,91,158,140
Q,26,Q133,26Q133,P.S. 133 Queens,26133,,,245,245,,,true,true,true,true,390,426,true,true,26,42,,
Q,26,Q158,26Q158,M.S. 158 Marie Curie,26158,76,81,,,true,true,,,,,536,524,true,true,,,61,72
Q,26,Q159,26Q159,P.S. 159,26159,2,,346,346,true,,true,true,,,504,503,true,true,56,57,,
Q,26,Q162,26Q162,P.S. 162 John Golden,26162,241,206,,,true,true,true,true,true,true,576,543,true,true,,,,
Q,26,Q172,26Q172,Irwin Altman Middle School 172,26172,68,76,,,true,true,,,,,527,498,true,true,107,72,89,82
Q,26,Q173,26Q173,P.S. 173 Fresh Meadows,26173,351,308,,,true,true,true,true,true,true,701,727,true,true,,,,
Q,26,Q177,75Q177,P.S. Q177,26177,348,345,,,true,,,,,,355,350,,,57,45,,
Q,26,Q178,26Q178,P.S./ IS 178 Holliswood,26178,98,82,,,true,true,,,,,354,355,,,102,95,,
Q,26,Q179,75Q004,P.S. Q004,26179,157,166,,,true,,,,,,163,173,true,true,,,,
Q,26,Q186,26Q186,P.S. 186 Castlewood,26186,121,182,,,true,true,true,true,true,true,216,256,true,true,,,,
Q,26,Q811,75Q811,P.S. Q811,26187,135,133,,,true,,,,,,136,133,true,true,,,,
Q,26,Q188,26Q188,P.S. 188 Kingsbury,26188,1,1,190,190,true,true,,,true,,384,385,true,true,,,,
Q,26,Q191,26Q191,P.S. 191 Mayflower,26191,189,188,,,true,true,true,true,true,true,259,275,,,,,,
Q,26,Q203,26Q203,P.S. 203 Oakland Gardens,26203,329,431,,,true,true,true,true,true,true,761,740,,,,,,
Q,26,Q205,26Q205,P.S. 205 Alexander Graham Bell,26205,1,1,142,142,true,true,true,true,true,true,206,175,true,,38,40,,
Q,26,Q213,26Q213,P.S. 213 The Carl Ullman School,26213,265,218,,,true,true,true,true,true,true,296,327,true,true,,,,
Q,26,Q216,26Q216,J.H.S. 216 George J. Ryan,26216,94,111,,,true,true,,,,,618,675,true,true,85,63,,79
Q,26,Q221,26Q221,P.S. 221 The North Hills School,26221,3,,273,273,true,,true,true,true,true,478,491,true,true,,,,
Q,26,Q026,75Q224,P.S. Q224,26224,38,38,,,true,,,,true,true,45,45,true,true,,,,
Q,26,Q266,26Q266,P.S. / I.S. 266,26266,,,268,268,,,true,true,,,372,384,true,true,43,40,98,102
Q,26,Q435,26Q315,Business Technology Early College High School (P-Tech),26315,4,7,,,true,true,,,,,134,150,true,true,,,30,
Q,26,Q332,26Q376,PS 376,26376,,,82,82,,,,,true,,91,142,true,true,,54,,
Q,26,Q405,26Q495,Bayside High School,26503,447,348,,,true,true,,,true,,1131,1013,true,true,,,,
Q,26,Q415,26Q415,Benjamin N. Cardozo High School,26505,293,305,,,true,true,,,,,696,672,true,true,,,,
Q,26,Q430,26Q430,Francis Lewis High School,26513,541,527,,,true,true,,,,,1605,1532,true,true,,,,
Q,26,Q435,26Q435,Martin Van Buren High School,26525,110,117,,,true,true,,,,,436,387,true,true,,,,
Q,26,Q566,26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",26566,137,128,,,true,true,,,,,370,340,true,true,,,,
Q,26,Q858,26Q188,PS 188 Kingsbury Annex,26688,,,71,71,true,true,,,true,,106,101,,,,,,
Q,26,QAPM,75Q023,P.S. Q023 @ Queens Children Center,26803,78,83,,,true,true,,,,,77,82,,,27,,,31
Q,26,Q405,75Q811,P.S. Q811,26811,2,3,,,true,,,,,,4,4,true,true,,,,
Q,26,Q430,75Q811,P.S. Q811,26812,3,2,,,true,,,,,,5,4,true,true,,,,
Q,26,Q566,75Q811,P.S. Q811,26813,45,47,,,true,,,,,,55,52,true,true,,,,
Q,26,QALG,75Q023,P.S. Q023 @ Queens Children Center,26815,80,78,,,true,true,,,,,80,78,,,,,,
Q,26,Q186,75Q224,PS 224,26828,64,59,,,true,,,,true,true,68,62,true,true,,,,
Q,26,Q205,75Q224,P.S. Q224,26829,100,95,,,true,,,,true,true,109,100,true,,,,,
Q,26,Q266,75Q224,P.S. Q224,26830,50,52,,,true,,,,true,true,57,57,true,true,43,37,,
Q,26,Q809,75Q224,P224Q @ P710Q Montessori,26856,43,42,,,true,,,,true,true,51,54,,,,,,
Q,26,Q191,75Q993,PS 993,26894,44,42,,,true,,,,,,43,43,,,4,5,,
Q,26,Q415,75Q993,P.S. Q993,26895,4,5,,,true,,,,,,10,8,true,true,,,,
Q,26,Q041,75Q993,P.S. Q993,26993,24,30,,,true,,,,,,22,30,true,true,,,,
Q,27,Q042,27Q042,P.S./M.S 042 R. Vernam,27042,199,192,1,1,true,true,,,,,463,440,true,,109,30,38,78
Q,27,Q043,27Q043,P.S. 043,27043,239,199,,,true,,true,true,true,true,649,577,,,125,56,105,66
Q,27,Q045,27Q045,P.S. 045 Clarence Witherspoon,27045,97,115,,,true,true,,,,,234,231,,,39,76,,
Q,27,Q047,27Q047,P.S. 047 Chris Galas,27047,46,62,,,true,true,,,,,109,122,,,,,,
Q,27,Q051,27Q051,P.S. 051,27051,191,202,,,true,true,true,true,,,180,197,,true,15,27,,
Q,27,Q053,27Q053,M.S. 053 Brian Piccolo,27053,71,46,,,true,true,,,,,189,161,true,true,19,33,33,
Q,27,Q056,27Q056,P.S. 056 Harry Eichler,27056,87,81,1,1,true,true,,,,,266,255,,,105,71,137,125
Q,27,Q060,27Q060,P.S. 060 Woodhaven,27060,237,291,1,1,true,true,,,,,896,926,,,86,99,,
Q,27,Q062,27Q062,P.S. 062 Chester Park,27062,5,3,454,454,true,true,true,true,true,true,613,580,true,true,129,138,,
Q,27,Q063,27Q063,P.S. 063 Old South,27063,6,,526,526,true,,true,true,true,true,878,885,true,true,,53,,
Q,27,Q064,27Q064,P.S. 064 Joseph P. Addabbo,27064,18,,231,231,true,,true,true,true,true,434,407,true,true,,,,
Q,27,Q884,27Q065,P.S. 65 - The Raymond York Elementary School,27065,,3,111,111,,true,true,true,true,true,382,407,,,,,,
Q,27,Q066,27Q066,P.S. 066 Jacqueline Kennedy Onassis,27066,170,161,,,true,true,,,,,405,401,,,,40,,
Q,27,Q090,27Q090,P.S. 090 Horace Mann,27090,186,181,,,true,true,,,,,674,660,,,,132,147,
Q,27,Q096,27Q096,P.S. 096,27096,,,83,83,,,true,true,true,true,232,246,,,93,88,,20
Q,27,Q097,27Q097,P.S. 097 Forest Park,27097,253,229,,,true,true,true,true,true,true,603,573,,,,,,
Q,27,Q100,27Q100,P.S. 100 Glen Morris,27100,155,168,1,1,true,true,,,,,683,682,true,true,131,139,,
Q,27,Q104,27Q104,P.S. 104 The Bays Water,27104,222,215,,,true,true,,,,,502,460,true,true,130,115,177,97
Q,27,Q105,27Q105,P.S. 105 The Bay School,27105,232,272,,,true,true,,,,,646,668,true,true,111,152,47,37
Q,27,Q106,27Q106,P.S. 106,27106,98,102,,,true,true,true,true,true,true,159,160,,,49,,55,62
Q,27,Q108,27Q108,P.S. 108 Captain Vincent G. Fowler,27108,219,221,,,true,true,,,,,973,1003,true,true,,,,
Q,27,Q114,27Q114,P.S. / M.S. 114 Belle Harbor,27114,118,137,,,true,true,,,,,278,313,,true,5,19,,
Q,27,Q225,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,27117,98,116,,,true,true,,,,,282,267,true,true,90,141,85,80
Q,27,Q123,27Q123,P.S. 123,27123,298,307,,,true,true,,,,,576,564,true,true,86,72,45,35
Q,27,Q124,27Q124,P.S. 124 Osmond A Church,27124,108,107,1,1,true,true,,,,,566,569,true,true,92,100,134,115
Q,27,Q198,27Q333,Goldie Maple Academy,27133,147,118,,,true,true,true,true,true,true,348,325,true,true,85,60,108,98
Q,27,Q137,27Q137,M.S. 137 America's School of Heroes,27137,61,73,,,true,true,,,,,1048,1027,true,true,152,98,95,41
Q,27,Q146,27Q146,P.S. 146 Howard Beach,27146,96,106,,,true,true,,,,,292,303,true,true,,,108,52
Q,27,Q155,27Q155,P.S. 155,27155,122,143,,,true,true,,,,,396,423,,,38,50,,
Q,27,Q183,27Q183,P.S. 183 Dr. Richard R. Green,27183,148,185,,,true,true,,,,,356,336,true,,85,55,45,53
Q,27,Q197,27Q197,P.S. 197 The Ocean School,27197,161,219,,,true,true,,true,,true,433,452,true,true,93,64,87,103
Q,27,Q202,27Q202,J.H.S. 202 Robert H. Goddard,27202,104,99,,,true,true,,,,,704,674,true,true,52,34,71,64
Q,27,Q262,27Q306,New York City Academy for Discovery,27206,11,2,225,225,true,true,true,true,true,true,331,308,true,true,99,106,18,17
Q,27,Q207,27Q207,P.S. 207 Rockwood Park,27207,90,123,,,true,true,,,,,300,409,true,true,,,36,48
Q,27,Q210,27Q210,J.H.S. 210 Elizabeth Blackwell,27210,166,136,,,true,true,,,,,1106,1170,true,true,69,52,92,61
Q,27,Q223,27Q223,P.S. 223 Lyndon B. Johnson,27223,150,174,,,true,true,,,,,401,425,true,true,40,35,137,103
Q,27,Q223,27Q124,ERROR: #N/A,27224,54,,,,true,true,,,,,47,,true,true,,,,
Q,27,Q226,27Q226,J.H.S. 226 Virgil I. Grissom,27226,111,105,,,true,true,,,,,478,457,true,true,62,50,104,57
Q,27,Q232,27Q232,P.S. 232 Lindenwood,27232,92,118,,,true,true,,,,,560,576,,true,,,,
Q,27,Q180,27Q323,Scholars' Academy,27233,124,126,,,true,true,,,,,344,369,true,true,19,,70,66
Q,27,Q253,27Q253,P.S. 253,27253,259,262,,,true,true,true,true,true,true,515,517,true,true,136,86,,
Q,27,Q254,27Q254,P.S. 254 - The Rosa Parks School,27254,208,184,,,true,true,,,,,435,412,true,true,62,72,,
Q,27,Q465,27Q260,Frederick Douglass Academy VI High School,27260,19,16,,,true,true,,,,,125,137,true,true,31,49,30,
Q,27,Q400,27Q261,Voyages Prep South Queens,27261,25,49,,,true,true,,,,,14,52,,true,,,,
Q,27,Q410,27Q262,Channel View School for Research,27262,87,95,,,true,true,,,,,346,348,true,true,43,46,,19
Q,27,Q273,27Q273,P.S. 273,27273,137,127,,,true,true,true,true,true,true,260,238,,,88,106,63,42
Q,27,Q465,27Q282,Knowledge and Power Preparatory Academy VI,27282,71,83,,,true,true,,,,,210,203,true,true,104,89,148,62
Q,27,Q226,27Q297,Hawtree Creek Middle School,27297,33,43,,,true,true,,,,,240,211,true,true,58,54,,
Q,27,Q202,27Q308,Robert H. Goddard High School of Communication Arts and Technology,27308,75,72,,,true,true,,,,,309,287,true,true,,,,
Q,27,Q465,27Q309,Academy of Medical Technology: A College Board School,27309,104,111,,,true,true,,,,,212,339,true,true,48,32,41,32
Q,27,Q226,27Q314,Epic High School - South,27314,27,28,,,true,true,,,,,105,100,true,true,26,,,
Q,27,Q316,27Q316,Queens Explorers Elementary School,27316,155,118,,,true,true,true,true,,true,286,290,,,,,,
Q,27,Q225,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,27318,39,40,,,true,true,,,,,144,147,true,true,36,49,41,36
Q,27,Q053,27Q319,Village Academy,27319,33,54,,,true,true,,,,,148,198,true,true,,,80,84
Q,27,Q400,84Q320,New Visions Charter High School for Advanced Math and Science IV,27320,72,103,,,true,true,,,,,218,240,,true,,,,50
Q,27,Q410,27Q324,Rockaway Park High School for Environmental Sustainability,27324,17,17,,,true,true,,,,,104,101,true,true,,,,
Q,27,Q335,75Q233,P233Q at Q335,27333,37,47,,,true,,,,,,36,48,,true,,,,
Q,27,Q636,27Q334,Epic High School - North,27334,15,20,,,true,true,,,,,95,102,true,true,,,,
Q,27,QAVK,84Q340,Challenge Preparatory Middle Charter School,27340,84,119,,,true,,,,,,132,176,,,140,,,
Q,27,Q410,27Q351,Rockaway Collegiate High School,27351,27,31,,,true,true,,,,,128,90,true,true,30,,,
Q,27,Q215,27Q362,Wave Preparatory Elementary School,27362,140,147,,,true,true,,,,,418,441,,,75,32,132,107
Q,27,Q410,84Q373,New Visions Charter High School for the Humanities IV,27373,,12,,,,true,,,,,,57,true,true,,,,
Q,27,Q053,84Q375,Success Academy Charter School-Nyc 4,27375,154,186,,,true,true,,,,,193,260,true,true,,,,
Q,27,Q335,27Q377,PS 377,27377,100,191,,,true,true,,,,,113,253,,true,,29,,
Q,27,QBQB,84Q386,Our World Neighborhood Charter School 2,27386,,43,,,,true,,,,,,70,,,,,,
Q,27,QAUZ,84Q340,Challenge Preparatory Middle Charter School-Annex,27440,,117,,,true,,,,,,,183,,,,222,,
Q,27,Q198,75Q256,P256Q at Q198,27456,,27,,,true,,,,,,,28,,true,,,,
Q,27,QAGU,27N737,ERROR: #N/A,27474,,,,,,,,,,,,,,,,,,
Q,27,Q465,27Q302,"Queens High School for Information, Research, and",27502,32,25,,,true,true,,,,,177,198,true,true,40,49,35,33
Q,27,Q480,27Q480,John Adams High School,27519,267,332,,,true,true,,,,,645,761,true,true,45,50,,
Q,27,Q650,27Q650,"High School for Construction Trades, Engineering and Architecture",27525,95,81,,,true,true,,,,,432,421,true,true,,,,
Q,27,Q475,27Q475,Richmond Hill High School,27529,78,72,,,true,true,,,,,742,711,true,true,29,18,36,9
Q,27,Q400,27Q400,August Martin High School,27540,50,61,,,true,true,,,,,166,179,,true,,,,
Q,27,Q465,79Q950,Pathways to Graduation,27569,5,4,,,true,,,,true,true,7,4,true,true,,,,
Q,27,QAVA,79Q950,Pathways to Graduation at CDI,27580,10,3,,,true,,,,true,true,11,3,,,,,,
Q,27,Q907,27Q043,P.S. 43 Annex,27643,51,65,,,true,,true,true,true,true,53,70,,true,,,,
Q,27,ERROR: #N/A,27N737,ERROR: #N/A,27737,,,,,,,,,,,,,,,,,,
Q,27,QABS,27Q700,UPK @ Holy Child Jesus,27800,64,58,,,true,,,,,,66,64,,,,,,
Q,27,QAVS,27Q700,Universal Pre-K C.B.O.,27823,19,28,,,true,,,,,,19,28,,true,,,,
Q,27,Q254,75Q075,Robert E. Peary School,27827,41,33,,,true,,,,,true,42,37,true,true,,,,
Q,27,Q042,75Q233,P233Q @ PS/MS 042,27833,76,74,,,true,,,,,,76,73,true,,,,,
Q,27,Q226,75Q233,P.S. Q233,27834,26,28,,,true,,,,,,25,29,true,true,,,,
Q,27,Q650,75Q233,P.S. Q233,27835,46,43,,,true,,,,,,47,46,true,true,,,,
Q,27,Q816,75Q256,P.S. Q256,27846,66,55,,,true,,,,,,66,55,,,,,,
Q,27,Q400,75Q752,P752Q at Q400,27852,,26,,,true,,,,,,,26,,true,,,,
Q,27,Q043,75Q256,P.S. Q256,27855,84,94,,,true,,,,,,101,107,,,,,20,22
Q,27,Q410,75Q256,P.S. Q256,27856,67,64,,,true,,,,,,80,77,true,true,,11,,
Q,27,Q114,75Q256,P.S. Q256,27857,2,3,,,true,,,,,,2,3,,true,,,,
Q,27,QAGE,84Q170,Peninsula Preparatory Academy Charter School,27869,163,166,,,true,true,,,,,299,292,true,,,,,70
Q,27,QAAT,84Q340,Challenge Preparatory Charter School,27890,370,259,,,true,,,,,,454,398,,,285,354,,
Q,27,QABS,27N722,Holy Child Jesus School,27904,36,28,,,true,true,,,,,118,140,,,,,,
Q,27,QAFC,27N729,Saint Camillus Catholic Academy,27929,50,52,,,true,true,,,,,97,88,,,,,,
Q,27,QBHE,27N730,St. Elizabeth Catholic Academy Annex,27931,,80,,,,true,,,,,114,116,,,,,,
Q,27,QAGO,27N734,Saint Rose Of Lima School,27933,67,68,,,true,true,,,,,173,186,,,,,,
Q,27,QADT,27N724,OUR LADY OF PERPETUAL HELP SCHOOL,27945,24,18,,,true,true,,,,,224,216,,,,,,
Q,27,M510,79Q950,Pathways to Graduation @ John Adams High School,27951,12,9,,,true,,,,true,true,,,true,true,,,,
Q,27,Q400,79Q950,Pathways to Graduation @ August Martin HS,27952,21,19,,,true,,,,true,true,,19,,true,,,,
